Date	Dividends	Stock Splits
1998-11-12	0.17	0.0
1999-02-11	0.18	0.0
1999-05-13	0.18	0.0
1999-08-12	0.18	0.0
1999-11-12	0.18	0.0
2000-02-14	0.185	0.0
2000-05-15	0.185	0.0
2000-08-14	0.185	0.0
2000-11-14	0.185	0.0
2001-02-13	0.19	0.0
2001-05-14	0.19	0.0
2001-08-14	0.19	0.0
2001-11-13	0.19	0.0
2002-02-13	0.2	0.0
2002-05-14	0.2	0.0
2002-08-15	0.2	0.0
2002-11-14	0.2	0.0
2003-02-12	0.21	0.0
2003-05-14	0.21	0.0
2003-08-20	0.21	0.0
2003-11-19	0.21	0.0
2004-02-11	0.28	0.0
2004-05-13	0.28	0.0
2004-06-01	0.0	2.0
2004-08-16	0.14	0.0
2004-11-12	0.14	0.0
2005-02-10	0.165	0.0
2005-05-17	0.165	0.0
2005-08-16	0.165	0.0
2005-11-15	0.165	0.0
2006-02-10	0.175	0.0
2006-05-12	0.175	0.0
2006-08-15	0.175	0.0
2006-11-14	0.175	0.0
2007-02-13	0.185	0.0
2007-05-16	0.185	0.0
2007-08-15	0.185	0.0
2007-11-13	0.185	0.0
2008-02-19	0.2	0.0
2008-05-13	0.2	0.0
2008-08-13	0.2	0.0
2008-11-19	0.2	0.0
2009-02-12	0.21	0.0
2009-05-19	0.21	0.0
2009-08-13	0.21	0.0
2009-11-18	0.21	0.0
2010-02-19	0.22	0.0
2010-05-18	0.22	0.0
2010-08-13	0.22	0.0
2010-11-12	0.22	0.0
2011-02-15	0.23	0.0
2011-05-17	0.23	0.0
2011-08-11	0.23	0.0
2011-11-10	0.23	0.0
2012-02-22	0.23	0.0
2012-05-15	0.23	0.0
2012-08-13	0.23	0.0
2012-11-13	0.06	0.0
2013-02-22	0.06	0.0
2013-05-10	0.06	0.0
2013-08-13	0.06	0.0
2013-11-13	0.06	0.0
2014-02-26	0.06	0.0
2014-05-13	0.06	0.0
2014-08-12	0.06	0.0
2014-11-10	0.06	0.0
2015-02-19	0.06	0.0
2015-05-12	0.06	0.0
2015-08-11	0.06	0.0
2015-11-12	0.06	0.0
2019-12-27	0.016044	0.0
