Date	Dividends	Stock Splits
1991-03-04	0.09333	0.0
1991-06-03	0.09333	0.0
1991-08-30	0.105	0.0
1991-12-02	0.105	0.0
1992-03-02	0.115	0.0
1992-05-26	0.0	3.0
1992-06-02	0.115	0.0
1992-08-31	0.125	0.0
1992-12-02	0.125	0.0
1993-03-02	0.125	0.0
1993-06-02	0.125	0.0
1993-09-02	0.14	0.0
1993-12-02	0.14	0.0
1994-03-02	0.14	0.0
1994-06-02	0.14	0.0
1994-09-02	0.15	0.0
1994-12-02	0.15	0.0
1995-03-03	0.15	0.0
1995-06-02	0.15	0.0
1995-09-05	0.17	0.0
1995-12-06	0.17	0.0
1996-03-06	0.17	0.0
1996-06-06	0.17	0.0
1996-09-04	0.2	0.0
1996-12-05	0.2	0.0
1997-03-05	0.21	0.0
1997-06-05	0.21	0.0
1997-09-03	0.225	0.0
1997-12-03	0.225	0.0
1998-03-04	0.225	0.0
1998-06-03	0.225	0.0
1998-09-02	0.27	0.0
1998-12-02	0.27	0.0
1999-02-17	0.0	2.0
1999-03-03	0.27	0.0
1999-06-02	0.27	0.0
1999-09-01	0.29	0.0
1999-12-01	0.29	0.0
2000-03-01	0.29	0.0
2000-05-31	0.29	0.0
2000-08-30	0.34	0.0
2000-12-06	0.34	0.0
2001-03-07	0.34	0.0
2001-05-31	0.34	0.0
2001-08-30	0.35	0.0
2001-12-05	0.35	0.0
2002-03-06	0.35	0.0
2002-06-05	0.35	0.0
2002-09-04	0.36	0.0
2002-12-04	0.36	0.0
2003-03-05	0.36	0.0
2003-06-04	0.36	0.0
2003-08-20	2.876	0.0
2003-09-03	0.37	0.0
2003-12-03	0.37	0.0
2004-03-03	0.37	0.0
2004-06-02	0.37	0.0
2004-09-01	0.38	0.0
2004-12-01	0.38	0.0
2005-03-02	0.38	0.0
2005-06-01	0.38	0.0
2005-08-31	0.38	0.0
2005-11-30	0.38	0.0
2006-03-08	0.38	0.0
2006-05-31	0.38	0.0
2006-08-30	0.38	0.0
2006-12-06	0.38	0.0
2007-03-07	0.38	0.0
2007-06-06	0.38	0.0
2007-09-05	0.38	0.0
2007-12-05	0.38	0.0
2008-03-05	0.38	0.0
2008-06-04	0.38	0.0
2008-09-03	0.38	0.0
2008-12-03	0.38	0.0
2009-03-04	0.38	0.0
2009-06-04	0.38	0.0
2009-09-02	0.38	0.0
2009-12-11	0.38	0.0
2010-03-11	0.38	0.0
2010-06-11	0.38	0.0
2010-09-13	0.38	0.0
2010-12-13	0.38	0.0
2011-03-11	0.38	0.0
2011-06-13	0.38	0.0
2011-09-13	0.38	0.0
2011-12-13	0.42	0.0
2012-03-13	0.42	0.0
2012-06-13	0.42	0.0
2012-09-13	0.42	0.0
2012-12-13	0.43	0.0
2013-03-13	0.43	0.0
2013-06-13	0.43	0.0
2013-09-12	0.43	0.0
2013-12-12	0.44	0.0
2014-03-13	0.44	0.0
2014-06-12	0.44	0.0
2014-09-11	0.44	0.0
2014-12-11	0.45	0.0
2015-03-12	0.45	0.0
2015-06-11	0.45	0.0
2015-09-11	0.45	0.0
2015-12-11	0.46	0.0
2016-03-11	0.46	0.0
2016-06-13	0.46	0.0
2016-09-13	0.46	0.0
2016-12-13	0.47	0.0
2017-03-13	0.47	0.0
2017-06-13	0.47	0.0
2017-09-14	0.47	0.0
2017-12-14	0.48	0.0
2018-03-14	0.48	0.0
2018-06-14	0.48	0.0
2018-09-14	0.48	0.0
2018-12-14	0.55	0.0
2019-03-14	0.55	0.0
2019-06-14	0.55	0.0
2019-09-13	0.55	0.0
2019-12-13	0.61	0.0
2020-03-13	0.61	0.0
2020-06-12	0.61	0.0
2020-09-14	0.61	0.0
